,Product Code,Quality,Process T (C),Ambient T (C),T Difference Squared (C^2),Tool Lifespan (min),Tool Lifespan/Temp Increase^2 (min/C^2),Rotation Speed (rpm),Torque (Nm),Horsepower (HP),Machine Status
18287,T,M,37.25,28.15,82.81000000000003,190.0,2.0,2093.0,18.7,7.452227722772277,0.0
18288,K,L,37.25,28.15,82.81000000000003,193.0,2.0,1504.0,47.2,13.516527037319117,0.0
18289,T,L,37.25,28.15,82.81000000000003,195.0,2.0,1538.0,38.4,11.245087585681645,0.0
18290,T,L,37.25,28.15,82.81000000000003,197.0,2.0,1440.0,41.5,11.37852246763138,0.0
18291,S,L,37.15,28.25,79.20999999999998,171.0,2.0,1639.0,32.7,10.204741051028181,0.0
18292,K,L,36.75,27.35,88.35999999999997,134.0,2.0,1427.934011213622,46.5,12.642599299587475,0.0
18293,S,H,37.35,28.25,82.81000000000003,201.0,2.0,1536.0,39.9,11.669154607768467,0.0
18294,K,L,37.35,28.25,82.81000000000003,206.0,2.0,1476.0,39.2,11.016603198781418,0.0
18295,K,L,37.35,28.25,82.81000000000003,208.0,3.0,1571.0,33.9,10.140308453922314,0.0
18296,Z,L,36.95,27.45,90.25000000000007,132.0,1.0,1495.0,42.3,12.040841584158414,0.0
18297,T,L,37.45,28.35,82.81000000000003,210.0,3.0,1998.0,20.2,7.684615384615384,0.0
18298,Z,L,37.45,28.35,82.81000000000003,212.0,3.0,1357.0,42.1,10.877703731911653,0.0
18299,Z,L,37.45,27.35,102.01000000000003,206.0,2.0,1540.0,46.7,13.693450114242193,0.0
18300,K,L,37.55,28.35,84.63999999999992,218.0,3.0,1618.0,35.5,10.936595582635187,0.0
18301,K,L,37.45,28.35,82.81000000000003,220.0,3.0,1579.0,28.0,8.418126428027419,0.0
18302,Z,L,36.95,27.45,90.25000000000007,130.0,1.0,1297.0,50.0,12.347677075399847,0.0
18303,T,M,36.85,27.45,88.36000000000004,127.0,1.0,1486.0,41.2,11.657121096725058,0.0
18304,Z,M,36.75,27.35,88.35999999999997,124.0,1.0,1343.0,63.7,16.288861386138613,0.0
18305,T,L,36.75,27.35,88.35999999999997,122.0,1.0,1443.0,48.3,13.270544554455444,0.0
18306,Z,L,37.25,28.15,82.81000000000003,199.0,2.0,1414.0,51.4,13.838461538461537,0.0
18307,K,L,37.55,28.35,84.63999999999992,222.0,3.0,1423.0,44.0,11.921553693830921,0.0
18308,S,L,37.15,28.25,79.20999999999998,169.0,2.0,2203.0,16.6,6.963023610053313,0.0
18309,K,H,37.25,28.35,79.20999999999998,161.0,2.0,1580.0,35.7,10.73990860624524,0.0
18310,K,L,37.25,28.25,81.0,112.0,1.0,1301.0,51.2,12.683015993907082,0.0
18311,S,M,37.35,28.35,81.0,114.0,1.0,1737.0,29.3,9.690422696115766,0.0
18312,K,H,36.75,27.05,94.08999999999999,165.0,2.0,1906.0,22.9,8.31062452399086,0.0
18313,T,L,37.35,28.35,81.0,117.0,1.0,1396.0,44.5,11.828255902513328,0.0
18314,T,L,36.65,27.05,92.15999999999995,163.0,2.0,1401.0,49.3,13.151047220106626,0.0
18315,T,L,37.35,28.35,81.0,119.0,1.0,1534.0,39.3,11.478712871287128,0.0
18316,T,M,37.35,28.35,81.0,121.0,1.0,1774.0,25.5,8.613290175171363,0.0
18317,T,L,36.65,27.05,92.15999999999995,161.0,2.0,1506.0,41.8,11.986062452399086,0.0
18318,Z,H,37.35,28.35,81.0,124.0,2.0,1453.0,48.0,13.27951256664128,0.0
18319,K,M,36.65,27.15,90.25,158.0,2.0,1617.0,40.8,12.56161462300076,0.0
18320,K,L,37.35,28.35,81.0,129.0,2.0,1453.0,44.2,12.228217821782179,0.0
18321,Z,L,37.35,28.25,82.81000000000003,131.0,2.0,1380.0,48.4,12.717440974866717,0.0
18322,S,L,37.25,28.25,81.0,133.0,2.0,1334.0,43.2,10.972734196496573,0.0
18323,K,M,37.15,28.25,79.20999999999998,166.0,2.0,1610.0,29.1,8.92060167555217,0.0
18324,Z,L,37.35,28.35,81.0,135.0,2.0,1702.0,28.7,9.300723533891851,0.0
18325,K,L,37.45,28.45,81.00000000000007,137.0,2.0,1431.0,37.5,10.217536176694592,0.0
18326,T,M,37.35,28.35,81.0,139.0,2.0,1308.0,60.5,15.067402894135567,0.0
18327,T,L,36.75,27.25,90.25,154.0,2.0,1496.0,31.8,9.058035034272658,0.0
18328,Z,L,37.45,28.35,82.81000000000003,142.0,2.0,1565.0,43.9,13.081397562833207,0.0
18329,Z,M,37.25,28.35,79.20999999999998,144.0,2.0,1486.0,39.6,11.204417364813404,0.0
18330,T,L,36.85,27.35,90.25,152.0,2.0,1413.0,44.5,11.972296268088348,0.0
18331,T,L,37.35,28.35,81.0,147.0,2.0,1479.0,34.2,9.63095963442498,0.0
18332,K,M,36.65,27.25,88.35999999999997,149.0,2.0,1517.0,40.3,11.640346534653466,0.0
18333,T,L,37.35,28.35,81.0,149.0,2.0,1927.0,22.4,8.218735719725817,0.0
18334,S,L,37.25,28.35,79.20999999999998,151.0,2.0,1488.0,41.1,11.644478293983244,0.0
18335,T,M,37.25,28.35,79.20999999999998,153.0,2.0,1350.0,54.9,14.111766945925362,0.0
18336,S,L,37.25,28.45,77.44000000000001,156.0,2.0,1561.0,35.3,10.491869763899466,0.0
18337,S,M,37.25,28.35,79.20999999999998,158.0,2.0,1276.0,55.6,13.508301599390709,0.0
18338,K,L,36.65,27.15,90.25,156.0,2.0,1466.0,41.2,11.5002284843869,0.0
18339,S,L,37.55,28.25,86.48999999999995,108.0,1.0,1657.0,28.7,9.05481721249048,0.0
18340,Z,L,37.55,28.35,84.63999999999992,224.0,3.0,1435.0,38.5,10.519325971058644,0.0
18341,S,L,37.65,28.45,84.63999999999999,3.0,0.0,1392.0,42.4,11.237776085300837,0.0
18342,T,L,37.45,28.25,84.64000000000006,70.0,1.0,1381.0,46.1,12.121877380045696,0.0
18343,T,L,37.45,28.15,86.49000000000008,72.0,1.0,1556.0,39.0,11.554455445544555,0.0
18344,K,M,37.45,28.25,84.64000000000006,74.0,1.0,1464.0,37.4,10.425285605483625,0.0
18345,Z,L,36.85,27.45,88.36000000000004,103.0,1.0,1438.0,53.8,14.73046458492003,0.0
18346,S,L,37.45,28.25,84.64000000000006,77.0,1.0,1481.0,37.6,10.602741812642803,0.0
18347,K,L,37.55,28.35,84.63999999999992,79.0,1.0,1323.0,49.7,12.519630616907845,0.0
18348,K,L,37.55,28.35,84.63999999999992,81.0,1.0,1426.0,46.1,12.516869763899468,0.0
18349,T,H,37.55,28.25,86.48999999999995,83.0,1.0,1516.0,36.4,10.506930693069307,0.0
18350,S,L,37.45,28.15,86.49000000000008,88.0,1.0,1416.0,45.2,12.186443259710588,0.0
18351,T,L,37.45,28.15,86.49000000000008,90.0,1.0,1440.0,53.8,14.75095201827875,0.0
18352,T,L,36.85,27.45,88.36000000000004,100.0,1.0,1542.0,33.9,9.953122619954302,0.0
18353,T,L,36.95,27.55,88.36000000000004,98.0,1.0,1261.0,56.6,13.58960396039604,0.0
18354,T,M,37.15,27.65,90.25,95.0,1.0,1868.0,24.5,8.714013709063215,0.0
18355,Z,M,37.45,28.35,82.81000000000003,67.0,1.0,1382.0,58.1,15.288309215536938,0.0
18356,T,L,37.45,28.15,86.49000000000008,92.0,1.0,1576.0,30.4,9.12231530845392,0.0
18357,K,L,37.25,27.75,90.25,90.0,1.0,1788.0,27.8,9.464280274181265,0.0
18358,S,M,37.25,27.75,90.25,87.0,1.0,1375.0,44.7,11.702684691546079,0.0
18359,K,L,37.35,27.75,92.16000000000003,85.0,1.0,2288.0,16.1,7.013861386138615,0.0
18360,K,L,37.45,28.15,86.49000000000008,94.0,1.0,1387.0,53.6,14.155217060167555,0.0
18361,Z,L,37.35,27.85,90.25,83.0,1.0,1378.0,44.4,11.649504950495048,0.0
18362,S,M,37.45,28.25,84.64000000000006,96.0,1.0,1464.0,48.6,13.547296268088349,0.0
18363,K,L,37.45,28.25,84.64000000000006,99.0,1.0,2137.0,18.0,7.324067022086824,0.0
18364,S,M,37.45,28.25,84.64000000000006,101.0,1.0,1431.0,40.6,11.062185833968012,0.0
18365,T,L,37.45,28.15,86.49000000000008,104.0,1.0,1458.0,48.0,13.325209444021326,0.0
18366,Z,L,37.55,28.25,86.48999999999995,106.0,1.0,1280.0,61.0,14.866717440974867,0.0
18367,S,L,37.35,27.75,92.16000000000003,81.0,1.0,1565.0,35.9,10.697543792840822,0.0
18368,S,L,37.35,27.75,92.16000000000003,79.0,1.0,1570.0,40.1,11.987242955064737,0.0
18369,K,L,37.35,27.85,90.25,77.0,1.0,1601.0,33.2,10.120563594821022,0.0
18370,K,L,37.25,27.75,90.25,92.0,1.0,1576.0,40.4,12.123076923076923,0.0
18371,Z,M,36.85,27.35,90.25,119.0,1.0,1369.0263697376104,50.2,13.085514805945936,0.0
18372,T,M,37.55,28.35,84.63999999999992,64.0,1.0,1510.0,36.0,10.350342726580351,0.0
18373,Z,M,37.65,28.45,84.63999999999999,58.0,1.0,1664.0,32.0,10.138613861386139,0.0
18374,S,L,37.65,28.35,86.48999999999995,5.0,0.0,1417.0,49.7,13.409158415841587,0.0
18375,S,L,37.783056210267965,28.25,90.87916070812861,7.0,0.0,1425.0,45.1,12.236766945925362,0.0
18376,T,M,36.75,27.35,88.35999999999997,116.0,1.0,1552.0,41.3,12.204417364813404,0.0
18377,Z,L,37.65,28.35,86.48999999999995,9.0,0.0,1512.0,38.9,11.198933739527797,0.0
18378,Z,L,37.75,28.35,88.35999999999997,11.0,0.0,1318.0,50.6,12.698172124904799,0.0
18379,S,L,37.75,28.45,86.49000000000001,13.0,0.0,1538.0,40.4,11.83076923076923,0.0
18380,S,L,37.75,28.45,86.49000000000001,15.0,0.0,1532.0,43.6,12.718050266565118,0.0
18381,S,L,37.85,28.55,86.49000000000001,17.0,0.0,1715.0,24.8,8.098248286367099,0.0
18382,K,L,37.85,28.55,86.49000000000001,19.0,0.0,1700.0,28.7,9.28979436405179,0.0
18383,S,L,37.85,28.55,86.49000000000001,21.0,0.0,1548.0,40.3,11.878217821782178,0.0
18384,K,L,37.85,28.55,86.49000000000001,23.0,0.0,1546.0,43.0,12.657654226961158,0.0
18385,S,L,37.85,28.55,86.49000000000001,25.0,0.0,1343.0,49.2,12.581035795887281,0.0
18386,Z,M,37.85,28.55,86.49000000000001,27.0,0.0,1510.0,47.8,13.742955064737243,0.0
18387,Z,M,37.55,28.35,84.63999999999992,61.0,1.0,1744.0,28.2,9.364204112718964,0.0
18388,T,L,36.75,27.35,88.35999999999997,114.0,1.0,1423.0,47.9,12.978236862147753,0.0
18389,S,M,37.85,28.65,84.64000000000006,33.0,0.0,1756.0,26.7,8.927113480578827,0.0
18390,K,M,36.65,27.35,86.48999999999995,111.0,1.0,1410.0,44.4,11.92003046458492,0.0
18391,Z,L,36.75,27.45,86.49000000000001,109.0,1.0,1428.0,48.8,13.268545316070067,0.0
18392,T,M,37.75,28.55,84.63999999999999,36.0,0.0,1171.2715190261156,62.7,13.983001569485424,0.0
18393,Z,L,36.85,27.45,88.36000000000004,107.0,1.0,1635.0,31.0,9.6506092916984,0.0
18394,S,M,37.85,28.55,86.49000000000001,39.0,0.0,1311.0,55.8,13.92875095201828,0.0
18395,K,L,36.85,27.45,88.36000000000004,105.0,1.0,1511.0,36.9,10.616127189642041,0.0
18396,T,L,37.75,28.55,84.63999999999999,42.0,0.0,1636.0,31.3,9.74996191926885,0.0
18397,Z,L,37.75,28.45,86.49000000000001,44.0,1.0,1643.0,34.1,10.667612338156893,0.0
18398,T,L,37.65,28.45,84.63999999999999,46.0,1.0,1418.0,44.7,12.06865955826352,0.0
18399,Z,M,37.65,28.55,82.80999999999996,48.0,1.0,1516.0,40.4,11.661538461538461,0.0
18400,K,H,37.75,28.45,86.49000000000001,51.0,1.0,1419.0,50.2,13.563175932977913,0.0
18401,K,L,37.75,28.45,86.49000000000001,56.0,1.0,1623.0,34.1,10.537757044935264,0.0
18402,K,M,37.85,28.65,84.64000000000006,30.0,0.0,1839.0,23.6,8.263594821020565,0.0
18403,Z,M,37.25,28.35,79.20999999999998,109.0,1.0,1378.0,55.3,14.509405940594059,0.0
18404,Z,M,37.55,27.85,94.08999999999992,145.0,2.0,1493.0,48.1,13.67351485148515,0.0
18405,K,M,37.35,27.55,96.04000000000002,196.0,2.0,1594.0,31.0,9.408606245239909,0.0
18406,S,H,37.95,27.45,110.25000000000007,28.0,0.0,1452.0,40.2,11.113937547600914,0.0
18407,K,L,38.05,27.55,110.24999999999993,33.0,0.0,1452.0,44.4,12.275095201827874,0.0
18408,T,M,38.15,27.55,112.35999999999996,35.0,0.0,1348.0,53.0,13.603198781416603,0.0
18409,S,H,38.25,27.65,112.36000000000003,38.0,0.0,1453.0,44.6,12.33888042650419,0.0
18410,Z,L,38.25,27.65,112.36000000000003,43.0,0.0,1316.0,57.6,14.432901751713635,0.0
18411,K,M,38.25,27.65,112.36000000000003,45.0,0.0,1732.0,26.9,8.87105864432597,0.0
18412,S,L,37.75,27.55,104.03999999999999,73.0,1.0,1723.0,31.0,10.17003046458492,0.0
18413,T,L,38.15,27.55,112.35999999999996,48.0,0.0,1522.0,35.2,10.200761614623001,0.0
18414,S,M,38.15,27.55,112.35999999999996,50.0,0.0,1487.0,39.8,11.268583396801219,0.0
18415,S,L,37.65,27.55,102.00999999999996,71.0,1.0,1389.66071451163,49.1,12.991687182505908,0.0
18416,T,L,37.32539012690877,27.55,95.55825213326548,69.0,1.0,1772.0,27.3,9.21089108910891,0.0
18417,T,M,38.25,27.65,112.36000000000003,53.0,0.0,1852.0,22.2,7.828332063975629,0.0
18418,T,L,38.05,27.55,110.24999999999993,56.0,1.0,1486.0,46.8,13.241584158415842,0.0
18419,S,L,37.95,27.45,110.25000000000007,26.0,0.0,1471.0,40.7,11.399409748667175,0.0
18420,K,M,38.15,27.55,112.35999999999996,58.0,1.0,1584.3816194171654,37.1,11.192033145540144,0.0
18421,K,M,37.45,27.45,100.00000000000007,64.0,1.0,1403.0,50.4,13.463670982482864,0.0
18422,S,L,38.05,27.55,110.24999999999993,61.0,1.0,1457.0,51.4,14.25929169840061,0.0
18423,T,L,37.45,27.45,100.00000000000007,62.0,1.0,1508.0,34.8,9.99207920792079,0.0
18424,Z,M,38.05,27.55,110.24999999999993,63.0,1.0,1769.0,26.5,8.9258377760853,0.0
18425,Z,H,38.15,27.55,112.35999999999996,66.0,1.0,1374.0,53.1,13.891736481340443,0.0
18426,T,L,38.15,27.65,110.25,71.0,1.0,1524.0,43.5,12.622619954303122,0.0
18427,Z,L,38.15,27.65,110.25,73.0,1.0,1533.6133561375327,40.2,11.738624698539379,0.0
18428,T,L,37.39612197029237,27.65,94.98689345981566,75.0,1.0,1462.0,41.4,11.524523990860624,0.0
18429,S,L,37.55,27.45,102.00999999999996,60.0,1.0,1543.0,39.6,11.634196496572734,0.0
18430,S,M,38.05,27.65,108.15999999999997,77.0,1.0,1429.0,52.3,14.230140898705255,0.0
18431,S,L,38.05,27.55,110.24999999999993,80.0,1.0,1399.0,47.9,12.759348819497333,0.0
18432,Z,H,37.45,27.45,100.00000000000007,55.0,1.0,1448.0,44.7,12.323990860624525,0.0
18433,K,M,38.05,27.65,108.15999999999997,82.0,1.0,1434.0,39.1,10.675818735719727,0.0
18434,Z,L,37.45,27.45,100.00000000000007,67.0,1.0,1541.3650300821334,39.7,11.651217001953675,0.0
18435,T,L,37.95,27.55,108.16000000000004,85.0,1.0,1324.0,52.2,13.15932977913176,0.0
18436,S,L,38.05,27.55,110.24999999999993,24.0,0.0,1878.0,24.3,8.68914699162224,0.0
18437,K,L,38.25,27.65,112.36000000000003,20.0,0.0,1492.0,40.6,11.533739527798934,0.0
18438,T,L,38.05,27.65,108.15999999999997,174.0,2.0,1434.0,45.6,12.45057121096725,0.0
18439,K,H,37.35,27.45,98.01000000000005,91.0,1.0,1519.0,37.0,10.701256664127952,0.0
18440,S,L,37.95,27.65,106.09000000000009,176.0,2.0,1480.0,41.1,11.581873571972581,0.0
18441,K,M,38.05,27.65,108.15999999999997,178.0,2.0,1634.0,31.9,9.924714394516375,0.0
18442,K,L,38.05,27.65,108.15999999999997,181.0,2.0,1481.0,38.5,10.856530845392232,0.0
18443,K,H,38.15,27.75,108.15999999999997,183.0,2.0,1668.0,28.9,9.178446306169079,0.0
18444,T,L,37.45,27.55,98.01000000000005,89.0,1.0,1654.0,34.2,10.77052551408987,0.0
18445,Z,L,38.25,27.85,108.15999999999997,188.0,2.0,1484.0,36.2,10.22863670982483,0.0
18446,S,M,38.15,27.75,108.15999999999997,190.0,2.0,1603.0,31.8,9.705902513328256,0.0
18447,Z,L,38.25,27.85,108.15999999999997,193.0,2.0,1481.0,37.5,10.574543031226199,0.0
18448,T,L,38.35,27.85,110.25,195.0,2.0,1559.0,31.8,9.43948971820259,0.0
18449,Z,L,38.35,27.85,110.25,197.0,2.0,1444.0,39.8,10.942726580350342,0.0
18450,S,M,38.45,28.05,108.16000000000004,199.0,2.0,1423.0,48.0,13.005331302361006,0.0
18451,S,L,38.25,27.65,112.36000000000003,22.0,0.0,1536.0,40.9,11.961614623000761,0.0
18452,K,L,38.45,27.95,110.25000000000007,202.0,2.0,1432.0,48.1,13.114851485148515,0.0
18453,T,L,38.55,28.05,110.24999999999993,206.0,2.0,1433.0,49.3,13.451428027418125,0.0
18454,T,M,38.45,27.95,110.25000000000007,210.0,2.0,1266.0,55.5,13.378332063975629,0.0
18455,K,L,37.45,27.45,100.00000000000007,87.0,1.0,1514.0,39.5,11.386709824828637,0.0
18456,Z,L,37.45,27.55,98.01000000000005,85.0,1.0,1540.0,52.7,15.452779893373952,0.0
18457,K,L,38.45,27.95,110.25000000000007,5.0,0.0,1488.0,43.4,12.296115765422696,0.0
18458,K,L,38.55,27.95,112.35999999999996,7.0,0.0,1816.0,24.5,8.47143945163747,0.0
18459,T,L,37.45,27.45,100.00000000000007,83.0,1.0,1497.0,38.2,10.888309215536939,0.0
18460,K,M,38.45,27.85,112.36000000000003,9.0,0.0,1301.0,55.0,13.624333587204875,0.0
18461,S,H,37.45,27.45,100.00000000000007,78.0,1.0,1830.0,26.2,9.129093678598629,0.0
18462,Z,M,38.35,27.75,112.36000000000003,12.0,0.0,1836.0,21.8,7.620868240670221,0.0
18463,S,M,38.25,27.65,112.36000000000003,15.0,0.0,1521.0,39.9,11.555198019801981,0.0
18464,Z,M,37.65,27.55,102.00999999999996,75.0,1.0,1469.0,46.4,12.978217821782177,0.0
18465,K,L,38.55,28.05,110.24999999999993,204.0,2.0,1463.0,48.3,13.454474485910128,0.0
18466,K,L,38.05,27.65,108.15999999999997,172.0,2.0,1401.5252638416691,48.1,12.83575117874796,0.0
18467,K,L,37.85,27.45,108.16000000000004,87.0,1.0,1563.0,40.7,12.112357197258188,0.0
18468,T,L,37.85,27.55,106.09000000000002,91.0,1.0,1413.0,52.0,13.990099009900991,0.0
18469,T,L,38.15,27.65,110.25,141.0,1.0,1444.99427806275,45.5,12.518514785197091,0.0
18470,Z,H,38.05,27.65,108.15999999999997,143.0,1.0,1612.0,32.5,9.975247524752476,0.0
18471,T,L,37.95,27.55,108.16000000000004,148.0,1.0,1440.0,43.0,11.78979436405179,0.0
18472,K,M,37.35,27.35,100.0,14.0,0.0,1469.0,42.9,11.999257425742574,0.0
18473,Z,M,37.85,27.55,106.09000000000002,150.0,1.0,1334.0,53.9,13.69051789794364,0.0
18474,Z,L,37.35,27.35,100.0,12.0,0.0,1536.0,36.2,10.587052551408988,0.0
18475,Z,M,37.326823872852444,27.55,95.58628504077744,153.0,2.0,1706.0,25.0,8.12071591774562,0.0
18476,S,H,37.95,27.65,106.09000000000009,156.0,1.0,1778.0798356023306,24.8,8.396111942676656,0.0
18477,Z,L,37.95,27.55,108.16000000000004,161.0,1.0,1688.0,30.7,9.867022086824067,0.0
18478,K,L,37.95,27.55,108.16000000000004,163.0,2.0,2437.0,13.8,6.403389185072353,0.0
18479,Z,L,37.95,27.55,108.16000000000004,165.0,2.0,1478.0,46.8,13.170297029702969,0.0
18480,Z,M,37.95,27.55,108.16000000000004,167.0,2.0,1608.0,35.3,10.807768469154606,0.0
18481,T,L,37.45,27.35,102.01000000000003,10.0,0.0,1368.0,49.6,12.91942117288652,0.0
18482,T,L,38.05,27.75,106.08999999999995,139.0,1.0,1353.0,60.4,15.560015232292459,0.0
18483,S,L,37.95,27.65,106.09000000000009,172.0,2.0,1638.5945452199262,33.4,10.420612682853301,0.0
18484,T,L,37.45,27.35,102.01000000000003,8.0,0.0,1499.0,45.2,12.900761614623,0.0
18485,K,M,37.85,27.55,106.09000000000002,176.0,2.0,1740.0,25.6,8.481340441736481,0.0
18486,S,H,37.258874770849815,27.45,96.21402427021403,3.0,0.0,1545.7060828318242,39.6,11.654600319904844,0.0
18487,Z,L,37.65,27.45,104.03999999999999,179.0,2.0,1375.0,53.2,13.928027418126428,0.0
18488,T,M,37.55,27.45,102.00999999999996,181.0,2.0,1705.0,31.2,10.128712871287128,0.0
18489,Z,M,37.45,27.35,102.01000000000003,184.0,2.0,1621.0,32.0,9.876618431073876,0.0
18490,Z,M,37.55,27.45,102.00999999999996,187.0,2.0,1566.0,38.2,11.39017517136329,0.0
18491,K,M,37.55,27.45,102.00999999999996,190.0,2.0,1388.0,42.9,11.337623762376237,0.0
18492,T,M,37.55,27.45,102.00999999999996,193.0,2.0,1457.0,36.7,10.181245239908607,0.0
18493,K,M,37.45,27.45,100.00000000000007,196.0,2.0,1463.0,45.5,12.674504950495049,0.0
18494,Z,L,37.35,27.35,100.0,199.0,2.0,1564.0,38.2,11.375628332063977,0.0
18495,S,H,37.45,27.35,102.01000000000003,201.0,2.0,1411.0,47.2,12.68073115003808,0.0
18496,Z,L,37.85,27.55,106.09000000000002,174.0,2.0,1596.0,36.9,11.213328255902512,0.0
18497,Z,L,37.85,27.45,108.16000000000004,89.0,1.0,1621.4436729353558,34.7,10.712889461320803,0.0
18498,K,L,37.25,27.25,100.0,19.0,0.0,1298.0,61.4,15.174638233054074,0.0
18499,K,L,37.95,27.55,108.16000000000004,135.0,1.0,2377.0,14.3,6.472029702970297,0.0
18500,S,M,37.85,27.55,106.09000000000002,93.0,1.0,1378.0,41.2,10.809900990099012,0.0
18501,K,L,37.45,27.45,100.00000000000007,53.0,1.0,2127.0,18.7,7.573286367098248,0.0
18502,S,M,37.95,27.55,108.16000000000004,96.0,1.0,1373.0,49.9,13.04506854531607,0.0
18503,S,M,37.45,27.55,98.01000000000005,50.0,1.0,1572.0,38.5,11.523610053313023,0.0
18504,T,H,37.85,27.55,106.09000000000002,99.0,1.0,1981.0,19.9,7.50607387661843,0.0
18505,Z,L,37.35,27.55,96.04000000000002,48.0,0.0,1646.9356225176407,33.2,10.41094110197747,0.0
18506,T,H,37.45,27.55,98.01000000000005,43.0,0.0,1631.0,32.6,10.123876618431074,0.0
18507,K,L,37.65,27.65,100.0,41.0,0.0,1460.0,53.8,14.955826351865955,0.0
18508,S,L,37.65,27.65,100.0,39.0,0.0,1741.0,27.1,8.98345392231531,0.0
18509,K,M,37.85,27.55,106.09000000000002,104.0,1.0,1336.7296692483205,52.3,13.311302685012787,0.0
18510,T,M,37.55,27.55,99.99999999999993,36.0,0.0,1429.8791135375823,46.7,12.714271630275153,0.0
18511,S,L,37.85,27.55,106.09000000000002,107.0,1.0,1312.0,52.1,13.015079969535414,0.0
18512,Z,L,37.85,27.55,106.09000000000002,109.0,1.0,1969.0,20.7,7.760529322162984,0.0
18513,Z,L,37.95,27.55,108.16000000000004,137.0,1.0,1427.0,50.3,13.666812642802741,0.0
18514,T,M,38.05,27.65,108.15999999999997,111.0,1.0,1365.0,51.7,13.436881188118813,0.0
18515,K,M,37.45,27.55,98.01000000000005,33.0,0.0,1474.0,37.0,10.384234577303884,0.0
18516,S,M,37.39203871749798,27.65,94.90731837322976,116.0,1.0,1583.0,32.1,9.675228484386901,0.0
18517,S,L,37.35,27.45,98.01000000000005,31.0,0.0,1509.0,43.1,12.383453922315308,0.0
18518,K,L,37.35,27.35,100.0,29.0,0.0,1452.0,42.9,11.860396039603959,0.0
18519,S,L,37.85,27.55,106.09000000000002,119.0,1.0,1436.0,44.9,12.276542269611577,0.0
18520,T,M,37.85,27.55,106.09000000000002,121.0,1.0,1559.0,42.8,12.704722010662604,0.0
18521,S,L,37.85,27.55,106.09000000000002,124.0,1.0,1377.0,49.9,13.083073115003808,0.0
18522,Z,L,37.35,27.35,100.0,24.0,0.0,1403.0,47.7,12.74240289413557,0.0
18523,S,L,37.85,27.55,106.09000000000002,126.0,1.0,1462.0,41.9,11.663709063214013,0.0
18524,S,M,37.25,27.25,100.0,21.0,0.0,1544.0,36.3,10.67159177456207,0.0
18525,S,L,37.85,27.55,106.09000000000002,128.0,1.0,1318.0,48.2,12.095887281035797,0.0
18526,T,M,37.85,27.55,106.09000000000002,130.0,1.0,1378.0,51.6,13.538613861386139,0.0
18527,K,L,37.75,27.45,106.09000000000002,133.0,1.0,1344.0,46.7,11.95064737242955,0.0
18528,T,L,38.05,27.75,106.08999999999995,114.0,1.0,1789.0,25.5,8.68611957349581,0.0
18529,K,M,37.55,27.85,94.08999999999992,148.0,2.0,1657.0,29.9,9.433415841584157,0.0
18530,Z,L,38.15,27.75,108.15999999999997,170.0,2.0,1613.0,32.7,10.042859862909369,0.0
18531,Z,M,38.35,27.85,110.25,165.0,1.0,1530.0,43.9,12.78884234577304,0.0
18532,S,L,37.45,27.65,96.04000000000008,165.0,2.0,1384.0,52.9,13.940137090632138,0.0
18533,S,M,37.35,27.65,94.09000000000006,162.0,2.0,1696.0,29.7,9.590860624523991,0.0
18534,S,L,37.95,27.95,100.00000000000007,206.0,2.0,1799.0,21.7,7.433035034272657,0.0
18535,T,M,38.05,27.95,102.00999999999996,208.0,2.0,1591.0,35.0,10.602627570449352,0.0
18536,Z,L,38.05,28.05,99.99999999999993,211.0,2.0,1635.0,29.6,9.214775323686215,0.0
18537,T,L,38.15,28.15,100.0,213.0,2.0,1509.0,42.5,12.211062452399085,0.0
18538,T,L,37.25,27.55,94.08999999999999,160.0,2.0,1234.0,51.7,12.147334348819498,0.0
18539,K,M,38.25,28.15,102.01000000000003,215.0,2.0,1838.0,23.2,8.119116527037319,0.0
18540,K,M,38.35,28.05,106.09000000000002,3.0,0.0,1498.0,49.5,14.118621477532368,0.0
18541,S,L,38.25,28.05,104.03999999999999,6.0,0.0,1757.0,28.0,9.367098248286368,0.0
18542,T,M,38.15,27.95,104.03999999999999,8.0,0.0,1389.0,53.3,14.09628712871287,0.0
18543,Z,L,38.15,27.95,104.03999999999999,11.0,0.0,1498.0,37.6,10.724447829398326,0.0
18544,S,M,37.55,27.65,98.00999999999998,167.0,2.0,1572.0,36.2,10.835186595582636,0.0
18545,Z,M,38.05,27.85,104.0399999999999,13.0,0.0,1521.0,35.8,10.367821782178217,0.0
18546,S,H,38.05,27.85,104.0399999999999,19.0,0.0,1602.0,32.7,9.974371667936024,0.0
18547,S,M,37.25,27.45,96.04000000000002,157.0,2.0,1407.0,51.1,13.689584920030464,0.0
18548,K,L,37.95,27.75,104.04000000000006,24.0,0.0,1417.0,40.7,10.980940594059406,0.0
18549,Z,L,38.05,27.85,104.0399999999999,26.0,0.0,1491.962407220171,42.9,12.186821643135058,0.0
18550,K,L,37.25,27.45,96.04000000000002,155.0,2.0,1446.0,49.7,13.683587204874334,0.0
18551,T,M,38.15,27.95,104.03999999999999,28.0,0.0,1654.0,30.7,9.668278750952018,0.0
18552,T,H,37.25,27.45,96.04000000000002,150.0,2.0,1479.0,35.6,10.025209444021325,0.0
18553,T,L,37.35,27.45,98.01000000000005,148.0,2.0,1644.0,33.8,10.58019801980198,0.0
